demand_th,DAA_price,CO2_price,Gas_price
0.2252491553,224.91,81.52,79.105
0.2405159524,262,81.52,79.105
0.2502901799,260.04,81.52,79.105
0.2389013683,234.32,81.52,79.105
0.2211595052,215.04,81.52,79.105
0.1839379346,204.39,81.52,79.105
0.1269002312,194.29,81.52,79.105
0.1213861267,184.9,81.52,79.105
0.1395121852,222.01,81.52,89.824
0.1424546429,205.08,81.52,89.824
0.1489879614,194.62,81.52,89.824
0.1652462541,182.64,81.52,89.824
0.2065110107,187.83,81.52,89.824
0.2841761088,190.58,81.52,89.824
0.3362471821,190.27,81.52,89.824
0.3148342741,204.46,81.52,89.824
0.2907398382,212.84,81.52,89.824
0.2707035908,230,81.52,89.824
0.2496989953,222.39,81.52,89.824
0.2376359032,214.92,81.52,89.824
0.2312685068,208.43,81.52,89.824
0.2314042023,200,81.52,89.824
0.2342952614,203.09,81.52,89.824
0.2414053506,213.98,81.52,89.824
0.2540014781,226.32,81.52,89.824
0.2712170322,260,81.52,89.824
0.282238908,267.03,81.52,89.824
0.2693963518,261.41,81.52,89.824
0.2493897975,243.62,81.52,89.824
0.2074170142,220.1,81.52,89.824
0.1430986333,212.85,81.52,89.824
0.1368806714,209.41,81.52,89.824
0.1395121852,225.92,81.52,89.824
0.1424546429,216,81.52,89.824
0.1489879614,189.49,81.52,89.824
0.1652462541,181.98,81.52,89.824
0.2065110107,174.98,81.52,89.824
0.2841761088,165.91,81.52,89.824
0.3362471821,118.71,81.52,89.824
0.3148342741,119.45,81.52,89.824
0.2907398382,125.86,81.52,89.824
0.2707035908,129.46,81.52,89.824
0.2496989953,125.99,81.52,89.824
0.2376359032,131.83,81.52,89.824
0.2312685068,123.01,81.52,89.824
0.2314042023,122.49,81.52,89.824
0.2342952614,102.67,81.52,89.824
0.2414053506,121.95,81.52,89.824
0.2540014781,115,81.52,89.824
0.2712170322,125.42,81.52,89.824
0.282238908,112.4,81.52,89.824
0.2693963518,97.49,81.52,89.824
0.2493897975,90.14,81.52,89.824
0.2074170142,97.09,81.52,89.824
0.1430986333,93.85,81.52,89.824
0.1368806714,87.2,81.52,89.824
0.131751677,78.08,81.52,90.021
0.1345304574,34,81.52,90.021
0.1407003534,12.33,81.52,90.021
0.1560542619,10.09,81.52,90.021
0.1950236241,12.83,81.52,90.021
0.2683685216,36.16,81.52,90.021
0.3175430881,92.03,81.52,90.021
0.2973212951,102.8,81.52,90.021
0.2745671369,126,81.52,90.021
0.2556454262,100.9,81.52,90.021
0.2358092329,112.03,81.52,90.021
0.2244171627,111.25,81.52,90.021
0.2184039591,100.58,81.52,90.021
0.2185321065,111.65,81.52,90.021
0.2212623474,127.38,81.52,90.021
0.2279769307,168.85,81.52,90.021
0.2398723857,199.85,81.52,90.021
0.2561303069,249.99,81.52,90.021
0.2665390796,254.37,81.52,90.021
0.2544109037,237.28,81.52,90.021
0.2355172345,220,81.52,90.021
0.1958792303,215.94,81.52,90.021
0.1351386253,209.16,81.52,90.021
0.1292665438,180,81.52,90.021
0.1237197599,188.94,81.52,80.637
0.1263291388,192.68,81.52,80.637
0.1321229022,180.09,81.52,80.637
0.1465407975,188.09,81.52,80.637
0.1831344883,193.99,81.52,80.637
0.2520080944,205.07,81.52,80.637
0.2981848543,229.1,81.52,80.637
0.2791958332,273.71,81.52,80.637
0.2578288263,294.4,81.52,80.637
0.2400606312,290.64,81.52,80.637
0.2214337026,275.4,81.52,80.637
0.210736122,265.1,81.52,80.637
0.2050894987,250,81.52,80.637
0.2052098338,244.27,81.52,80.637
0.2077736323,243.02,81.52,80.637
0.2140788775,249.22,81.52,80.637
0.2252491553,260,81.52,80.637
0.2405159524,278,81.52,80.637
0.2502901799,276.39,81.52,80.637
0.2389013683,255.03,81.52,80.637
0.2211595052,237.28,81.52,80.637
0.1839379346,224.19,81.52,80.637
0.1269002312,190.78,81.52,80.637
0.1213861267,175.49,81.52,80.637
0.0805337788,169.01,81.52,78.242
0.0831244629,163.48,81.52,78.242
0.0879323558,162.93,81.52,78.242
0.1022871201,160.01,81.52,78.242
0.139037883,163.16,81.52,78.242
0.1858856502,165.59,81.52,78.242
0.2054020934,198.39,81.52,78.242
0.192821022,227.42,81.52,78.242
0.1729566842,261.65,81.52,78.242
0.1573130772,252.67,81.52,78.242
0.1439871948,221.75,81.52,78.242
0.134547108,193.62,81.52,78.242
0.129526672,170.14,81.52,78.242
0.1281142426,160.47,81.52,78.242
0.1298577221,164.13,81.52,78.242
0.135315582,180.5,81.52,78.242
0.1469737268,179.26,81.52,78.242
0.1596110157,173.99,81.52,78.242
0.1674130372,167.34,81.52,78.242
0.1603220202,135.61,81.52,78.242
0.1453005856,125.05,81.52,78.242
0.1166160704,120.9,81.52,78.242
0.0836611198,118.08,81.52,78.242
0.0788687163,97.16,81.52,78.242
0.0728340042,90.05,81.52,74.748
0.075176995,78.94,81.52,74.748
0.0795252088,75.05,81.52,74.748
0.0925075248,72.13,81.52,74.748
0.1257445746,70.99,81.52,74.748
0.1681132618,87.7,81.52,74.748
0.1857637523,96.26,81.52,74.748
0.1743855478,118.95,81.52,74.748
0.1564204245,140.51,81.52,74.748
0.1422724912,130.27,81.52,74.748
0.1302206864,128.47,81.52,74.748
0.1216831593,111.95,81.52,74.748
0.1171427234,94.15,81.52,74.748
0.1158653354,85.54,81.52,74.748
0.1174421221,105.37,81.52,74.748
0.1223781601,111.32,81.52,74.748
0.1329216783,134.86,81.52,74.748
0.1443507254,176.05,81.52,74.748
0.1514068015,192.74,81.52,74.748
0.1449937513,180,81.52,74.748
0.1314085049,152.33,81.52,74.748
0.1054664948,137.91,81.52,74.748
0.0756623425,131.76,81.52,74.748
0.0713281371,121.39,81.52,74.748
0.0728340042,119.19,81.52,74.4
0.075176995,117.87,81.52,74.4
0.0795252088,110.92,81.52,74.4
0.0925075248,113.14,81.52,74.4
0.1257445746,119.15,81.52,74.4
0.1681132618,120.73,81.52,74.4
0.1857637523,148.76,81.52,74.4
0.1743855478,207.59,81.52,74.4
0.1564204245,223.15,81.52,74.4
0.1422724912,215.79,81.52,74.4
0.1302206864,206.51,81.52,74.4
0.1216831593,206.43,83.4,74.4
0.1171427234,190,84.03,74.4
0.1158653354,170.08,84.03,74.4
0.1174421221,169.29,84.03,74.4
0.1223781601,190,84.03,74.4
0.1329216783,177.44,84.03,74.4
0.1443507254,179.99,84.03,74.4
0.1514068015,165.05,84.03,74.4
0.1449937513,145.81,84.03,74.4
0.1314085049,139.73,84.03,74.4
0.1054664948,132.25,84.03,74.4
0.0756623425,133.59,84.03,74.4
0.0713281371,120.01,84.03,74.4
0.0966308533,123.58,84.03,79.12
0.0997393628,120.3,84.03,79.12
0.1055082562,119.99,84.03,79.12
0.1227322478,121.8,84.03,79.12
0.1668287453,123.57,84.03,79.12
0.2230404343,123.68,84.03,79.12
0.2464578199,120,84.03,79.12
0.2313620466,148.35,84.03,79.12
0.2075272292,186,84.03,79.12
0.1887567815,207.46,84.03,79.12
0.1727673245,211.25,84.03,79.12
0.1614403552,209.69,84.03,79.12
0.1554164355,200.83,84.03,79.12
0.15372169,188.54,84.03,79.12
0.1558136558,185.88,84.03,79.12
0.1623624316,196.5,84.03,79.12
0.1763508039,197.25,84.03,79.12
0.1915140313,222.31,84.03,79.12
0.2008755193,230.82,84.03,79.12
0.1923671513,214.32,84.03,79.12
0.1743432356,207.14,84.03,79.12
0.1399252656,190.33,84.03,79.12
0.1003832865,193.52,84.03,79.12
0.0946329785,175.07,84.03,79.12
0.1237197599,171.69,84.03,79.12
0.1263291388,183.01,84.03,79.12
0.1321229022,185.22,84.03,79.12
0.1465407975,179.73,84.03,79.12
0.1831344883,179.04,84.03,79.12
0.2520080944,179.49,84.03,79.12
0.2981848543,168.23,84.03,79.12
0.2791958332,172.45,84.03,79.12
0.2578288263,184.93,84.03,79.12
0.2400606312,195.31,84.03,79.12
0.2214337026,195.34,84.03,79.12
0.210736122,195.87,84.03,79.12
0.2050894987,195.41,84.03,79.12
0.2052098338,186.29,84.03,79.12
0.2077736323,184.49,84.03,79.12
0.2140788775,190,84.03,79.12
0.2252491553,194,84.03,79.12
0.2405159524,214.95,84.03,79.12
0.2502901799,239.49,84.03,79.12
0.2389013683,242.97,84.03,79.12
0.2211595052,224.96,84.03,79.12
0.1839379346,204.84,84.03,79.12
0.1269002312,201,84.03,79.12
0.1213861267,179.97,84.03,79.12
0.1237197599,183.33,84.03,79.422
0.1263291388,179.61,84.03,79.422
0.1321229022,178.3,84.03,79.422
0.1465407975,177.46,84.03,79.422
0.1831344883,177.61,84.03,79.422
0.2520080944,187.48,84.03,79.422
0.2981848543,225.19,84.03,79.422
0.2791958332,265,84.03,79.422
0.2578288263,300.02,84.03,79.422
0.2400606312,299.39,84.03,79.422
0.2214337026,275.88,84.03,79.422
0.210736122,270,84.03,79.422
0.2050894987,245.84,84.03,79.422
0.2052098338,240.08,84.03,79.422
0.2077736323,244,84.03,79.422
0.2140788775,256.49,84.03,79.422
0.2252491553,273.57,84.03,79.422
0.2405159524,307.38,84.03,79.422
0.2502901799,341.85,84.03,79.422
0.2389013683,315.31,84.03,79.422
0.2211595052,274.98,84.03,79.422
0.1839379346,250,84.03,79.422
0.1269002312,226.81,84.03,79.422
0.1213861267,206.92,84.03,79.422
0.1154860344,215.98,84.03,91.752
0.1179217554,212.9,84.03,91.752
0.1233299357,203.75,84.03,91.752
0.1367882996,196.24,84.03,91.752
0.1709466284,198.99,84.03,91.752
0.2352365983,219.03,84.03,91.752
0.2783402294,279.96,84.03,91.752
0.2606149545,356.24,84.03,91.752
0.2406699522,399.85,84.03,91.752
0.2240842557,399.01,84.03,91.752
0.2066969757,360,84.03,91.752
0.1967113342,347.4,84.03,91.752
0.1914405016,328.92,84.03,91.752
0.1915528283,305,84.03,91.752
0.1939460024,310,84.03,91.752
0.1998316246,313,84.03,91.752
0.2102585046,318.67,84.03,91.752
0.2245092746,366.43,84.03,91.752
0.2336330134,399.06,84.03,91.752
0.2230021434,373.75,84.03,91.752
0.2064410265,309.68,84.03,91.752
0.1716966041,265,84.03,91.752
0.1184548408,240.89,84.03,91.752
0.1133077078,215.17,84.03,91.752
0.1237197599,209.57,84.03,93.457
0.1263291388,212.36,84.03,93.457
0.1321229022,215.41,84.03,93.457
0.1465407975,209.89,84.03,93.457
0.1831344883,209.14,84.03,93.457
0.2520080944,215.09,84.03,93.457
0.2981848543,240.16,84.03,93.457
0.2791958332,294.88,84.03,93.457
0.2578288263,312.32,84.03,93.457
0.2400606312,312.69,84.03,93.457
0.2214337026,300.02,84.03,93.457
0.210736122,282.65,84.03,93.457
0.2050894987,259.68,84.03,93.457
0.2052098338,241.54,84.03,93.457
0.2077736323,238.24,84.03,93.457
0.2140788775,236.76,84.03,93.457
0.2252491553,240.11,84.03,93.457
0.2405159524,268.08,84.03,93.457
0.2502901799,262.46,84.03,93.457
0.2389013683,224.45,84.03,93.457
0.2211595052,217.43,84.03,93.457
0.1839379346,171.34,84.03,93.457
0.1269002312,142.94,84.03,93.457
0.1213861267,122.34,84.03,93.457
0.1048325081,131.59,84.03,91.861
0.1082048559,115.02,84.03,91.861
0.1144633908,108.65,84.03,91.861
0.1331492885,100.94,84.03,91.861
0.1809885268,103.06,84.03,91.861
0.2419712475,110.03,84.03,91.861
0.2673762106,104.03,84.03,91.861
0.2509991663,138.79,84.03,91.861
0.2251413414,138.23,84.03,91.861
0.2047777303,128.79,84.03,91.861
0.1874311497,128.74,84.03,91.861
0.175142791,127.8,84.03,91.861
0.1686075841,126.24,84.03,91.861
0.1667689952,135.78,84.03,91.861
0.169038519,139.66,84.03,91.861
0.1761431296,138.69,84.03,91.861
0.1913187811,137.58,84.03,91.861
0.2077690049,141.17,84.03,91.861
0.2179250599,125.96,84.03,91.861
0.2086945344,114.73,84.03,91.861
0.1891408181,104.04,84.03,91.861
0.1518015834,110.1,84.03,91.861
0.1089034333,101.19,84.03,91.861
0.1026650613,86.31,84.03,91.861
0.0966308533,82.03,84.03,92.469
0.0997393628,84.03,84.03,92.469
0.1055082562,81.59,84.03,92.469
0.1227322478,77.26,84.03,92.469
0.1668287453,100.7,84.03,92.469
0.2230404343,100.69,84.03,92.469
0.2464578199,121.69,84.03,92.469
0.2313620466,175.29,84.03,92.469
0.2075272292,186.17,84.03,92.469
0.1887567815,198.05,84.03,92.469
0.1727673245,190.92,84.03,92.469
0.1614403552,220.07,87.94,92.469
0.1554164355,214.74,89.25,92.469
0.15372169,231.6,89.25,92.469
0.1558136558,233.67,89.25,92.469
0.1623624316,237.08,89.25,92.469
0.1763508039,237.92,89.25,92.469
0.1915140313,260,89.25,92.469
0.2008755193,255.6,89.25,92.469
0.1923671513,222.37,89.25,92.469
0.1743432356,222.74,89.25,92.469
0.1399252656,177.8,89.25,92.469
0.1003832865,148.98,89.25,92.469
0.0946329785,123.36,89.25,92.469
0.1048325081,130.25,89.25,92.726
0.1082048559,115.01,89.25,92.726
0.1144633908,105.64,89.25,92.726
0.1331492885,77.57,89.25,92.726
0.1809885268,43.95,89.25,92.726
0.2419712475,79.07,89.25,92.726
0.2673762106,32.94,89.25,92.726
0.2509991663,85.64,89.25,92.726
0.2251413414,85.18,89.25,92.726
0.2047777303,101.13,89.25,92.726
0.1874311497,88.51,89.25,92.726
0.175142791,118.32,89.25,92.726
0.1686075841,101.02,89.25,92.726
0.1667689952,85.64,89.25,92.726
0.169038519,105.59,89.25,92.726
0.1761431296,100.01,89.25,92.726
0.1913187811,108.14,89.25,92.726
0.2077690049,118.75,89.25,92.726
0.2179250599,123.02,89.25,92.726
0.2086945344,101.19,89.25,92.726
0.1891408181,84.47,89.25,92.726
0.1518015834,51.62,89.25,92.726
0.1089034333,88.81,89.25,92.726
0.1026650613,79.63,89.25,92.726
0.131751677,2.3,89.25,92.726
0.1345304574,4.49,89.25,92.726
0.1407003534,10.08,89.25,92.726
0.1560542619,10.01,89.25,92.726
0.1950236241,10.15,89.25,92.726
0.2683685216,11.37,89.25,92.726
0.3175430881,3.73,89.25,92.726
0.2973212951,9.95,89.25,92.726
0.2745671369,11.09,89.25,92.726
0.2556454262,11.98,89.25,92.726
0.2358092329,11.09,89.25,92.726
0.2244171627,11.78,89.25,92.726
0.2184039591,10,89.25,92.726
0.2185321065,10,89.25,92.726
0.2212623474,11.69,89.25,92.726
0.2279769307,14.04,89.25,92.726
0.2398723857,60.06,89.25,92.726
0.2561303069,171.74,89.25,92.726
0.2665390796,158.07,89.25,92.726
0.2544109037,163.37,89.25,92.726
0.2355172345,157.94,89.25,92.726
0.1958792303,158.13,89.25,92.726
0.1351386253,159.94,89.25,92.726
0.1292665438,144.21,89.25,92.726
0.1237197599,122.16,89.25,92.831
0.1263291388,110.17,89.25,92.831
0.1321229022,105.3,89.25,92.831
0.1465407975,100,89.25,92.831
0.1831344883,100.13,89.25,92.831
0.2520080944,135.4,89.25,92.831
0.2981848543,185.14,89.25,92.831
0.2791958332,240,89.25,92.831
0.2578288263,248.92,89.25,92.831
0.2400606312,251.92,89.25,92.831
0.2214337026,248.08,89.25,92.831
0.210736122,243.42,89.25,92.831
0.2050894987,238.11,89.25,92.831
0.2052098338,221.52,89.25,92.831
0.2077736323,206.28,89.25,92.831
0.2140788775,191.75,89.25,92.831
0.2252491553,193.54,89.25,92.831
0.2405159524,240.67,89.25,92.831
0.2502901799,253.93,89.25,92.831
0.2389013683,240.4,89.25,92.831
0.2211595052,231.59,89.25,92.831
0.1839379346,212.96,89.25,92.831
